Name,Description,engunits
Disp-Abs-Inst-TG-11MB-Ref-Retorn-Imed_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 11MB : referência Retorno Imediato,MW
Disp-Abs-Inst-TG-11MB-SAMUG_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 11MB : SAMUG,MW
Disp-Abs-Inst-TG-12MB_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 12MB,MW
Disp-Abs-Inst-TG-12MB-Ref-Desctd-Indisp-Forcd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 12MB : referência Descontadas Indisponibilidades Forçadas,MW
Disp-Abs-Inst-TG-12MB-Ref-Desctd-Indisp-Progd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 12MB : referência Descontadas Indisponibilidades Programadas,MW
Disp-Abs-Inst-TG-12MB-Ref-ONS_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 12MB : referência ONS,MW
Disp-Abs-Inst-TG-12MB-Ref-Retorn-Imed_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 12MB : referência Retorno Imediato,MW
Disp-Abs-Inst-TG-12MB-SAMUG_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 12MB : SAMUG,MW
Disp-Abs-Inst-TG-21MB_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 21MB,MW
Disp-Abs-Inst-TG-21MB-Ref-Desctd-Indisp-Forcd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 21MB : referência Descontadas Indisponibilidades Forçadas,MW
Disp-Abs-Inst-TG-21MB-Ref-Desctd-Indisp-Progd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 21MB : referência Descontadas Indisponibilidades Programadas,MW
Disp-Abs-Inst-TG-21MB-Ref-Retorn-Imed_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 21MB : referência Retorno Imediato,MW
Disp-Abs-Inst-TG-21MB-SAMUG_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 21MB : SAMUG,MW
Disp-Abs-Inst-TG-22MB_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 22MB,MW
Disp-Abs-Inst-TG-22MB-Ref-Desctd-Indisp-Forcd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 22MB : referência Descontadas Indisponibilidades Forçadas,MW
Disp-Abs-Inst-TG-22MB-Ref-Desctd-Indisp-Progd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 22MB : referência Descontadas Indisponibilidades Programadas,MW
Disp-Abs-Inst-TG-22MB-Ref-Retorn-Imed_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 22MB : referência Retorno Imediato,MW
Disp-Abs-Inst-TG-22MB-SAMUG_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 22MB : SAMUG,MW
Disp-Abs-Inst-TG-31MB_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 31MB,MW
Disp-Abs-Inst-TG-31MB-Ref-Desctd-Indisp-Forcd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 31MB : referência Descontadas Indisponibilidades Forçadas,MW
Disp-Abs-Inst-TG-31MB-Ref-Desctd-Indisp-Progd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 31MB : referência Descontadas Indisponibilidades Programadas,MW
Disp-Abs-Inst-TG-31MB-Ref-Retorn-Imed_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 31MB : referência Retorno Imediato,MW
Disp-Abs-Inst-TG-31MB-SAMUG_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 31MB : SAMUG,MW
Disp-Abs-Inst-TG-32MB_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 32MB,MW
Disp-Abs-Inst-TG-32MB-Ref-Desctd-Indisp-Forcd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 32MB : referência Descontadas Indisponibilidades Forçadas,MW
Disp-Abs-Inst-TG-32MB-Ref-Desctd-Indisp-Progd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 32MB : referência Descontadas Indisponibilidades Programadas,MW
Disp-Abs-Inst-TG-32MB-Ref-Retorn-Imed_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 32MB : referência Retorno Imediato,MW
Disp-Abs-Inst-TG-32MB-SAMUG_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TG 32MB : SAMUG,MW
Disp-Abs-Inst-Tot-Plt_C_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea total da planta,MW
Disp-Abs-Inst-Tot-Plt-Ref-Desctd-Indisp-Forcd_C_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea total da planta : referência Descontadas Indisponibilidades Forçadas,MW
Disp-Abs-Inst-Tot-Plt-Ref-Desctd-Indisp-Progd_C_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea total da planta : referência Descontadas Indisponibilidades Programadas,MW
Disp-Abs-Inst-TV-18MA_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 18MA,MW
Disp-Abs-Inst-TV-18MA-Ref-Desctd-Indisp-Forcd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 18MA : referência Descontadas Indisponibilidades Forçadas,MW
Disp-Abs-Inst-TV-18MA-Ref-Desctd-Indisp-Progd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 18MA : referência Descontadas Indisponibilidades Programadas,MW
Disp-Abs-Inst-TV-18MA-Ref-Retorn-Imed_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 18MA : referência Retorno Imediato,MW
Disp-Abs-Inst-TV-18MA-SAMUG_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 18MA : SAMUG,MW
Disp-Abs-Inst-TV-28MA_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 28MA,MW
Disp-Abs-Inst-TV-28MA-Ref-Desctd-Indisp-Forcd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 28MA : referência Descontadas Indisponibilidades Forçadas,MW
Disp-Abs-Inst-TV-28MA-Ref-Desctd-Indisp-Progd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 28MA : referência Descontadas Indisponibilidades Programadas,MW
Disp-Abs-Inst-TV-28MA-Ref-Retorn-Imed_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 28MA : referência Retorno Imediato,MW
Disp-Abs-Inst-TV-28MA-SAMUG_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 28MA : SAMUG,MW
Disp-Abs-Inst-TV-38MA_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 38MA,MW
Disp-Abs-Inst-TV-38MA-Ref-Desctd-Indisp-Forcd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 38MA : referência Descontadas Indisponibilidades Forçadas,MW
Disp-Abs-Inst-TV-38MA-Ref-Desctd-Indisp-Progd_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 38MA : referência Descontadas Indisponibilidades Programadas,MW
Disp-Abs-Inst-TV-38MA-Ref-Retorn-Imed_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 38MA : referência Retorno Imediato,MW
Disp-Abs-Inst-TV-38MA-SAMUG_D_UTGB_PI09,UTE-TRI: disponibilidade absoluta instantânea TV 38MA : SAMUG,MW
Disp-Pct-Inst-Tot-Plt_C_UTGB_PI09,UTE-TRI: disponibilidade percentual instantânea total da planta,%
Disp-Pct-Inst-Tot-Plt-Meta_C_UTGB_PI09,UTE-TRI: disponibilidade percentual instantânea total da planta - meta,%
Disp-Pct-Inst-Tot-Plt-Ref-Desctd-Indisp-Forcd_C_UTGB_PI09,UTE-TRI: disponibilidade percentual instantânea total da planta : referência Descontadas Indisponibilidades Forçadas,%
Disp-Pct-Inst-Tot-Plt-Ref-Desctd-Indisp-Forcd-Meta_D_UTGB_PI09,UTE-TRI: disponibilidade percentual instantânea total da planta : referência Descontadas Indisponibilidades Forçadas - meta,%
Disp-Pct-Inst-Tot-Plt-Ref-Desctd-Indisp-Progd_C_UTGB_PI09,UTE-TRI: disponibilidade percentual instantânea total da planta : referência Descontadas Indisponibilidades Programadas,%
Disp-Pct-Inst-Tot-Plt-Ref-Desctd-Indisp-Progd-Meta_D_UTGB_PI09,UTE-TRI: disponibilidade percentual instantânea total da planta : referência Descontadas Indisponibilidades Programadas - meta,%
EEUTE_C_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE),%
EEUTE-Blc-1_C_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE do bloco 1),%
EEUTE-Blc-1-Meta_C_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE) bloco 1 - meta,%
EEUTE-Blc-2-3_C_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE dos blocos 2 e 3),%
EEUTE-Blc-2-3-Meta_C_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE) blocos 2 e 3 - meta,%
EEUTE-Consd_D_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE) - consolidado,%
EEUTE-Esperd-Calc-Regrss-Linr_C_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE) - esperado por cálculo de regressão linear,%
EEUTE-Med-Ult-15min_C_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE) médio últimos 15 minutos,% (med)
EEUTE-Med-Ult-Hora_C_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE) médio última hora,% (med)
EEUTE-Med-Ult-Hora-Meta_C_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE) médio última hora - meta,% (med)
EEUTE-Meta_C_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE) - meta,%
EEUTE-Min-Admsvl_D_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE) mínimo admissível,%
EEUTE-PORTAL3_C_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE) : PORTAL3,%
EEUTE-Progd_D_UTGB_PI09,UTE-TRI: 'EE-UTE' (indicador de Eficiência Energética da UTE) - programado,%
Emiss-CH4-Equiv-Espcf_C_UTGB_PI09,UTE-TRI: emissão CH4 equivalente específica,(tCH4e/dia)/MW
Emiss-CH4-Equiv-Espcf-Calc-2_C_UTGB_PI09,UTE-TRI: emissão CH4 equivalente específica,(tCH4e/dia)/MW
Emiss-CO2-Equiv-Espcf_C_UTGB_PI09,UTE-TRI: emissão CO2 equivalente específica,(tCO2e/dia)/MW
Emiss-CO2-Equiv-Espcf-Calc-2_C_UTGB_PI09,UTE-TRI: emissão CO2 equivalente específica,(tCO2e/dia)/MW
Emiss-CO2-Espcf_C_UTGB_PI09,UTE-TRI: emissão CO2 específica,(tCO2/dia)/MW
Emiss-CO2-Espcf-Calc-2_C_UTGB_PI09,UTE-TRI: emissão CO2 específica,(tCO2/dia)/MW
Emiss-N2O-Espcf_C_UTGB_PI09,UTE-TRI: emissão N2O específica,(tN2O/dia)/MW
Emiss-N2O-Espcf-Calc-2_C_UTGB_PI09,UTE-TRI: emissão N2O específica,(tN2O/dia)/MW
Entalp-Agua-Demi-Entr-Impd-REDUC-kJkg_C_UTGB_PI09,UTE-TRI: entalpia água desmineralizada na entrada (limite de bateria) importada da REDUC [kJ/kg],kJ/kg
Entalp-Vap-Sai-Expd-REDUC-Pt-Int-kJkg_C_UTGB_PI09,UTE-TRI: entalpia vapor na saída (limite de bateria) exportado para REDUC : ponto interno [kJ/kg],kJ/kg
Fat-Corrc-Pot-Atv-TG_C_UTGB_PI09,UTE-TRI: fator de correção potência ativa TG,none
Fat-Corrc-Pot-Atv-TV-18MA_C_UTGB_PI09,UTE-TRI: fator de correção potência ativa TV 18MA,MW
Fat-Corrc-Pot-Atv-TV-28MA_C_UTGB_PI09,UTE-TRI: fator de correção potência ativa TV 28MA,MW
Fat-Corrc-Pot-Atv-TV-38MA_C_UTGB_PI09,UTE-TRI: fator de correção potência ativa TV 38MA,MW
Fat-Dspch-Eletrc-Tot-Plt_C_UTGB_PI09,UTE-TRI: fator de despacho elétrico total da planta,%
Fat-Dspch-Eletrc-Tot-Plt-TRATADO_C_UTGB_PI09,UTE-TRI: fator de despacho elétrico total da planta : TRATADO,%
Fat-Parc-Corrc-Pot-Atv-TV-18MA-Expc-Vap_C_UTGB_PI09,UTE-TRI: fator parcial de correção potência ativa TV 18MA por exportação de vapor (se 100 t/h < exportação < 320 t/h),none
Fat-Parc-Corrc-Pot-Atv-TV-18MA-Temp_C_UTGB_PI09,UTE-TRI: fator parcial de correção potência ativa TV 18MA por temperatura,none
Fat-Parc-Corrc-Pot-Atv-TV-18MA-Vap-Niv-HP-Tot_C_UTGB_PI09,UTE-TRI: fator parcial de correção potência ativa TV 18MA por vapor nível HP total (se 450 t/h < vapor HP total < 650 t/h),none
Frac-Mol-C2H6-GN-Crom-Medc-TRANSPETRO_C_UTGB_PI09,UTE-TRI: fração molar C2H6 GN cromatógrafo : medição TRANSPETRO,% (mol)
Frac-Mol-C3H8-GN-Crom-Medc-TRANSPETRO_C_UTGB_PI09,UTE-TRI: fração molar C3H8 GN cromatógrafo : medição TRANSPETRO,% (mol)
Frac-Mol-C4-GN-Crom-Medc-TRANSPETRO_C_UTGB_PI09,UTE-TRI: fração molar C4+ GN cromatógrafo : medição TRANSPETRO,% (mol)
Frac-Mol-C6H14-GN-Crom-Medc-TRANSPETRO_C_UTGB_PI09,UTE-TRI: fração molar C6H14 GN cromatógrafo : medição TRANSPETRO,% (mol)
Frac-Mol-CH4-GN-Crom-Medc-TRANSPETRO_C_UTGB_PI09,UTE-TRI: fração molar CH4 GN cromatógrafo : medição TRANSPETRO,% (mol)
Frac-Mol-CO2-GN-Crom-Medc-TRANSPETRO_C_UTGB_PI09,UTE-TRI: fração molar CO2 GN cromatógrafo : medição TRANSPETRO,% (mol)
Frac-Mol-IC4H10-GN-Crom-Medc-TRANSPETRO_C_UTGB_PI09,UTE-TRI: fração molar I-C4H10 GN cromatógrafo : medição TRANSPETRO,% (mol)
Frac-Mol-IC5H12-GN-Crom-Medc-TRANSPETRO_C_UTGB_PI09,UTE-TRI: fração molar I-C5H12 GN cromatógrafo : medição TRANSPETRO,% (mol)
Frac-Mol-N2-GN-Crom-Medc-TRANSPETRO_C_UTGB_PI09,UTE-TRI: fração molar N2 GN cromatógrafo : medição TRANSPETRO,% (mol)
Frac-Mol-NC4H10-GN-Crom-Medc-TRANSPETRO_C_UTGB_PI09,UTE-TRI: fração molar N-C4H10 GN cromatógrafo : medição TRANSPETRO,% (mol)
Frac-Mol-NC5H12-GN-Crom-Medc-TRANSPETRO_C_UTGB_PI09,UTE-TRI: fração molar N-C5H12 GN cromatógrafo : medição TRANSPETRO,% (mol)
Frac-Mol-O2-GN-Crom-Medc-TRANSPETRO_C_UTGB_PI09,UTE-TRI: fração molar O2 GN cromatógrafo : medição TRANSPETRO,% (mol)
GT11DTITIN_I_UTGB_PI09,UTE-TRI: ODC TIT TG 11MB,°C
GT11EOHOUT_I_UTGB_PI09,UTE-TRI: EOH nesta campanha TG 11MB,h
GT11EOHOUTTOT_I_UTGB_PI09,UTE-TRI: EOH total TG 11MB,h
GT11FCOUT_I_UTGB_PI09,UTE-TRI: FC nesta campanha TG 11MB,none
GT11FCOUTTOT_I_UTGB_PI09,UTE-TRI: FC total TG 11MB,none
GT11FORCEDCOOLINGIN_I_UTGB_PI09,UTE-TRI: FORCED COOLING TG 11MB,none
GT11HOTPURGONIN_I_UTGB_PI09,UTE-TRI: HOT PURG ON TG 11MB,none
GT11HPOUT_I_UTGB_PI09,UTE-TRI: HP nesta campanha TG 11MB,none
GT11HPOUTTOT_I_UTGB_PI09,UTE-TRI: HP total TG 11MB,none
GT11LRT2POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 2 nesta campanha TG 11MB,none
GT11LRT2POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 2 total TG 11MB,none
GT11LRT3POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 3 nesta campanha TG 11MB,none
GT11LRT3POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 3 total TG 11MB,none
GT11LRT4POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 4 nesta campanha TG 11MB,none
GT11LRT4POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 4 total TG 11MB,none
GT11LRT5POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 5 nesta campanha TG 11MB,none
GT11LRT5POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 5 total TG 11MB,none
GT11LRT6POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 6 nesta campanha TG 11MB,none
GT11LRT6POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 6 total TG 11MB,none
GT11LRT7POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 7 nesta campanha TG 11MB,none
GT11LRT7POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 7 total TG 11MB,none
GT11LRT8POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 8 nesta campanha TG 11MB,none
GT11LRT8POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 8 total TG 11MB,none
GT11OHT1POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 1 nesta campanha TG 11MB,h
GT11OHT1POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 1 total TG 11MB,h
GT11OHT2POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 2 nesta campanha TG 11MB,h
GT11OHT2POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 2 total TG 11MB,h
GT11OHT3POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 3 nesta campanha TG 11MB,h
GT11OHT3POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 3 total TG 11MB,h
GT11OHT4POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 4 nesta campanha TG 11MB,h
GT11OHT4POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 4 total TG 11MB,h
GT11OHT5POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 5 nesta campanha TG 11MB,h
GT11OHT5POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 5 total TG 11MB,h
GT11OHT6POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 6 nesta campanha TG 11MB,h
GT11OHT6POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 6 total TG 11MB,h
GT11OHT7POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 7 nesta campanha TG 11MB,h
GT11OHT7POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 7 total TG 11MB,h
GT11OHT8POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 8 nesta campanha TG 11MB,h
GT11OHT8POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 8 total TG 11MB,h
GT11PFPLSPLSTOUT_I_UTGB_PI09,UTE-TRI: duração de PLS e PLST nesta campanha TG 11MB,s
GT11PFPLSPLSTOUTTOT_I_UTGB_PI09,UTE-TRI: duração de PLS e PLST total TG 11MB,s
GT11ST4POUT_I_UTGB_PI09,UTE-TRI: partidas temperatura 4 nesta campanha TG 11MB,none
GT11ST4POUTTOT_I_UTGB_PI09,UTE-TRI: partidas temperatura 4 total TG 11MB,none
GT11ST5POUT_I_UTGB_PI09,UTE-TRI: partidas temperatura 5 nesta campanha TG 11MB,none
GT11ST5POUTTOT_I_UTGB_PI09,UTE-TRI: partidas temperatura 5 total TG 11MB,none
GT11ST6POUT_I_UTGB_PI09,UTE-TRI: partidas temperatura 6 nesta campanha TG 11MB,none
GT11ST6POUTTOT_I_UTGB_PI09,UTE-TRI: partidas temperatura 6 total TG 11MB,none
GT11ST7POUT_I_UTGB_PI09,UTE-TRI: partidas temperatura 7 nesta campanha TG 11MB,none
GT11ST7POUTTOT_I_UTGB_PI09,UTE-TRI: partidas temperatura 7 total TG 11MB,none
GT11ST8POUT_I_UTGB_PI09,UTE-TRI: partidas temperatura 8 nesta campanha TG 11MB,none
GT11ST8POUTTOT_I_UTGB_PI09,UTE-TRI: partidas temperatura 8 total TG 11MB,none
GT11STPOUT_I_UTGB_PI09,UTE-TRI: partidas nesta campanha TG 11MB,none
GT11STPOUTTOT_I_UTGB_PI09,UTE-TRI: partidas total TG 11MB,none
GT11TOHOUT_I_UTGB_PI09,UTE-TRI: horas de operação nesta campanha TG 11MB,h
GT11TOHOUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação total TG 11MB,h
GT11TT1POUT_I_UTGB_PI09,UTE-TRI: trips temperatura 1 nesta campanha TG 11MB,none
GT11TT1POUTTOT_I_UTGB_PI09,UTE-TRI: trips temperatura 1 total TG 11MB,none
GT11TT2POUT_I_UTGB_PI09,UTE-TRI: trips temperatura 2 nesta campanha TG 11MB,none
GT11TT2POUTTOT_I_UTGB_PI09,UTE-TRI: trips temperatura 2 total TG 11MB,none
GT11TT3POUT_I_UTGB_PI09,UTE-TRI: trips temperatura 3 nesta campanha TG 11MB,none
GT11TT3POUTTOT_I_UTGB_PI09,UTE-TRI: trips temperatura 3 total TG 11MB,none
GT11TT4POUT_I_UTGB_PI09,UTE-TRI: trips temperatura 4 nesta campanha TG 11MB,none
GT11TT4POUTTOT_I_UTGB_PI09,UTE-TRI: trips temperatura 4 total TG 11MB,none
GT11TT5POUT_I_UTGB_PI09,UTE-TRI: trips temperatura 5 nesta campanha TG 11MB,none
GT11TT5POUTTOT_I_UTGB_PI09,UTE-TRI: trips temperatura 5 total TG 11MB,none
GT11TT6POUT_I_UTGB_PI09,UTE-TRI: trips temperatura 6 nesta campanha TG 11MB,none
GT11TT6POUTTOT_I_UTGB_PI09,UTE-TRI: trips temperatura 6 total TG 11MB,none
GT11TT7POUT_I_UTGB_PI09,UTE-TRI: trips temperatura 7 nesta campanha TG 11MB,none
GT11TT7POUTTOT_I_UTGB_PI09,UTE-TRI: trips temperatura 7 total TG 11MB,none
GT11TT8POUT_I_UTGB_PI09,UTE-TRI: trips temperatura 8 nesta campanha TG 11MB,none
GT11UAPOUT_I_UTGB_PI09,UTE-TRI: abortos de partida nesta campanha TG 11MB,none
GT11UAPOUTTOT_I_UTGB_PI09,UTE-TRI: abortos de partida total TG 11MB,none
GT11WCEOUTTOT_I_UTGB_PI09,UTE-TRI: penalidades total TG 11MB,none
GT11WOHOUT_I_UTGB_PI09,UTE-TRI: horas de operação ponderadas nesta campanha TG 11MB,h
GT11WOHOUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação ponderadas total TG 11MB,h
GT12DTITIN_I_UTGB_PI09,UTE-TRI: ODC TIT TG 12MB,°C
GT12EOHOUT_I_UTGB_PI09,UTE-TRI: EOH nesta campanha TG 12MB,h
GT12EOHOUTTOT_I_UTGB_PI09,UTE-TRI: EOH total TG 12MB,h
GT12FCOUT_I_UTGB_PI09,UTE-TRI: FC nesta campanha TG 12MB,none
GT12FCOUTTOT_I_UTGB_PI09,UTE-TRI: FC total TG 12MB,none
GT12FORCEDCOOLINGIN_I_UTGB_PI09,UTE-TRI: FORCED COOLING TG 12MB,none
GT12HOTPURGONIN_I_UTGB_PI09,UTE-TRI: HOT PURG ON TG 12MB,none
GT12HPOUT_I_UTGB_PI09,UTE-TRI: HP nesta campanha TG 12MB,none
GT12HPOUTTOT_I_UTGB_PI09,UTE-TRI: HP total TG 12MB,none
GT12LRT2POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 2 nesta campanha TG 12MB,none
GT12LRT2POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 2 total TG 12MB,none
GT12LRT3POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 3 nesta campanha TG 12MB,none
GT12LRT3POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 3 total TG 12MB,none
GT12LRT4POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 4 nesta campanha TG 12MB,none
GT12LRT4POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 4 total TG 12MB,none
GT12LRT5POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 5 nesta campanha TG 12MB,none
GT12LRT5POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 5 total TG 12MB,none
GT12LRT6POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 6 nesta campanha TG 12MB,none
GT12LRT6POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 6 total TG 12MB,none
GT12LRT7POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 7 nesta campanha TG 12MB,none
GT12LRT7POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 7 total TG 12MB,none
GT12LRT8POUT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 8 nesta campanha TG 12MB,none
GT12LRT8POUTTOT_I_UTGB_PI09,UTE-TRI: rejeição de carga temperatura 8 total TG 12MB,none
GT12OHT1POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 1 nesta campanha TG 12MB,h
GT12OHT1POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 1 total TG 12MB,h
GT12OHT2POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 2 nesta campanha TG 12MB,h
GT12OHT2POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 2 total TG 12MB,h
GT12OHT3POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 3 nesta campanha TG 12MB,h
GT12OHT3POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 3 total TG 12MB,h
GT12OHT4POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 4 nesta campanha TG 12MB,h
GT12OHT4POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 4 total TG 12MB,h
GT12OHT5POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 5 nesta campanha TG 12MB,h
GT12OHT5POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 5 total TG 12MB,h
GT12OHT6POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 6 nesta campanha TG 12MB,h
GT12OHT6POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 6 total TG 12MB,h
GT12OHT7POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 7 nesta campanha TG 12MB,h
GT12OHT7POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 7 total TG 12MB,h
GT12OHT8POUT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 8 nesta campanha TG 12MB,h
GT12OHT8POUTTOT_I_UTGB_PI09,UTE-TRI: horas de operação temperatura 8 total TG 12MB,h
